loss,accuracy,val_loss,val_accuracy,lr
0.6732531785964966,0.6149165630340576,0.7237644195556641,0.48464760184288025,0.01
0.6607102751731873,0.6189309358596802,0.7096330523490906,0.5013957023620605,0.01
0.6605915427207947,0.6188464164733887,0.7100101113319397,0.49092811346054077,0.01
0.6606824994087219,0.6176632046699524,0.7325960993766785,0.4717376232147217,0.01
0.6590158343315125,0.6185928583145142,0.7095464468002319,0.4717376232147217,0.01
0.6546154022216797,0.6226494908332825,0.70561283826828,0.5258199572563171,0.01
0.6543240547180176,0.6214662790298462,0.7092398405075073,0.527564525604248,0.01
0.6452851891517639,0.6329600811004639,0.7351112365722656,0.5153524279594421,0.01
0.6341456770896912,0.6441580653190613,0.7300017476081848,0.5132588744163513,0.01
0.6196373105049133,0.6534122228622437,0.8055101037025452,0.5191904902458191,0.01
0.5977141857147217,0.677709698677063,0.8565568327903748,0.5345429182052612,0.01
0.5794075727462769,0.6957109570503235,0.8757058382034302,0.5327983498573303,0.01
0.5640377998352051,0.7036129236221313,1.0086411237716675,0.4727843701839447,0.01
0.5481858253479004,0.7187407612800598,1.0135403871536255,0.4937194585800171,0.01
0.5330492258071899,0.7309951186180115,1.016556978225708,0.49616190791130066,0.01
0.5205070972442627,0.7372913360595703,1.170167088508606,0.44417306780815125,0.01
0.5096728205680847,0.7450665831565857,1.116796851158142,0.5118632316589355,0.01
0.49845626950263977,0.7521234154701233,1.045861005783081,0.4675506055355072,0.01
0.49173593521118164,0.7557997107505798,1.1300145387649536,0.4822051525115967,0.01
0.47554677724838257,0.765983521938324,1.0888267755508423,0.5010467767715454,0.01
0.47129037976264954,0.7673779726028442,1.18320894241333,0.4647592604160309,0.01
0.4557066857814789,0.7773082852363586,1.1298962831497192,0.49616190791130066,0.01
0.44408607482910156,0.7848299145698547,1.1749097108840942,0.5136078000068665,0.01
0.44005048274993896,0.7884216904640198,1.1147444248199463,0.5226796865463257,0.01
0.424236536026001,0.7999577522277832,1.2063120603561401,0.5327983498573303,0.01
0.40813738107681274,0.8119163513183594,1.2458511590957642,0.4975575804710388,0.01
0.395362913608551,0.8188464045524597,1.453786015510559,0.49685972929000854,0.01
0.36910632252693176,0.8362138271331787,1.3545717000961304,0.49860432744026184,0.01
0.3661436438560486,0.8417494297027588,1.3533239364624023,0.5177948474884033,0.01
0.3509387969970703,0.8489753007888794,1.4557700157165527,0.4877878427505493,0.01
0.33547648787498474,0.856243371963501,1.502524733543396,0.4975575804710388,0.01
0.321563184261322,0.8624973297119141,1.4406570196151733,0.5139567255973816,0.01
0.30877143144607544,0.8718783259391785,1.3584398031234741,0.4975575804710388,0.01
0.29665374755859375,0.8760616779327393,1.4062541723251343,0.517096996307373,0.01
0.2892002463340759,0.8813015222549438,1.3431278467178345,0.5115143060684204,0.01
0.2758837938308716,0.8889499306678772,1.6490492820739746,0.48394975066185,0.01
0.2731114625930786,0.8874709606170654,1.5376060009002686,0.5101186037063599,0.01
0.27011433243751526,0.8878934979438782,1.3155869245529175,0.5177948474884033,0.01
0.2581060230731964,0.8946123123168945,1.453587532043457,0.490579217672348,0.01
0.2567451596260071,0.8949503302574158,1.4307814836502075,0.48290300369262695,0.01
