Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume POT,Volume BTC,,,,,,
1605780000,2020-11-19 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605776400,2020-11-19 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605772800,2020-11-19 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605769200,2020-11-19 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605765600,2020-11-19 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605762000,2020-11-19 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605758400,2020-11-19 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605754800,2020-11-19 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605751200,2020-11-19 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605747600,2020-11-19 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605744000,2020-11-19 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605740400,2020-11-18 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605736800,2020-11-18 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605733200,2020-11-18 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605729600,2020-11-18 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605726000,2020-11-18 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605722400,2020-11-18 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605718800,2020-11-18 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605715200,2020-11-18 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605711600,2020-11-18 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605708000,2020-11-18 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605704400,2020-11-18 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605700800,2020-11-18 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605697200,2020-11-18 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605693600,2020-11-18 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605690000,2020-11-18 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605686400,2020-11-18 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605682800,2020-11-18 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605679200,2020-11-18 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605675600,2020-11-18 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605672000,2020-11-18 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605668400,2020-11-18 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605664800,2020-11-18 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605661200,2020-11-18 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605657600,2020-11-18 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605654000,2020-11-17 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605650400,2020-11-17 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605646800,2020-11-17 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605643200,2020-11-17 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605639600,2020-11-17 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605636000,2020-11-17 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605632400,2020-11-17 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605628800,2020-11-17 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605625200,2020-11-17 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605621600,2020-11-17 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605618000,2020-11-17 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605614400,2020-11-17 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605610800,2020-11-17 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605607200,2020-11-17 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605603600,2020-11-17 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605600000,2020-11-17 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605596400,2020-11-17 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605592800,2020-11-17 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605589200,2020-11-17 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605585600,2020-11-17 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605582000,2020-11-17 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605578400,2020-11-17 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605574800,2020-11-17 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605571200,2020-11-17 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605567600,2020-11-16 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605564000,2020-11-16 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605560400,2020-11-16 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605556800,2020-11-16 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605553200,2020-11-16 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605549600,2020-11-16 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605546000,2020-11-16 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605542400,2020-11-16 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605538800,2020-11-16 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605535200,2020-11-16 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605531600,2020-11-16 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605528000,2020-11-16 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605524400,2020-11-16 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605520800,2020-11-16 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605517200,2020-11-16 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605513600,2020-11-16 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605510000,2020-11-16 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605506400,2020-11-16 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605502800,2020-11-16 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605499200,2020-11-16 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605495600,2020-11-16 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605492000,2020-11-16 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605488400,2020-11-16 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605484800,2020-11-16 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605481200,2020-11-15 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605477600,2020-11-15 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605474000,2020-11-15 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605470400,2020-11-15 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605466800,2020-11-15 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605463200,2020-11-15 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605459600,2020-11-15 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605456000,2020-11-15 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605452400,2020-11-15 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605448800,2020-11-15 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605445200,2020-11-15 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605441600,2020-11-15 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605438000,2020-11-15 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605434400,2020-11-15 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605430800,2020-11-15 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605427200,2020-11-15 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605423600,2020-11-15 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605420000,2020-11-15 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605416400,2020-11-15 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605412800,2020-11-15 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605409200,2020-11-15 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605405600,2020-11-15 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605402000,2020-11-15 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605398400,2020-11-15 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605394800,2020-11-14 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605391200,2020-11-14 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605387600,2020-11-14 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605384000,2020-11-14 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605380400,2020-11-14 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605376800,2020-11-14 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605373200,2020-11-14 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605369600,2020-11-14 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605366000,2020-11-14 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605362400,2020-11-14 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605358800,2020-11-14 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605355200,2020-11-14 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605351600,2020-11-14 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605348000,2020-11-14 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605344400,2020-11-14 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605340800,2020-11-14 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605337200,2020-11-14 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605333600,2020-11-14 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605330000,2020-11-14 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605326400,2020-11-14 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605322800,2020-11-14 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605319200,2020-11-14 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605315600,2020-11-14 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605312000,2020-11-14 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605308400,2020-11-13 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605304800,2020-11-13 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605301200,2020-11-13 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605297600,2020-11-13 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605294000,2020-11-13 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605290400,2020-11-13 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605286800,2020-11-13 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605283200,2020-11-13 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605279600,2020-11-13 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605276000,2020-11-13 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605272400,2020-11-13 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605268800,2020-11-13 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605265200,2020-11-13 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605261600,2020-11-13 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605258000,2020-11-13 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605254400,2020-11-13 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605250800,2020-11-13 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605247200,2020-11-13 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605243600,2020-11-13 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605240000,2020-11-13 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605236400,2020-11-13 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605232800,2020-11-13 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605229200,2020-11-13 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605225600,2020-11-13 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605222000,2020-11-12 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605218400,2020-11-12 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605214800,2020-11-12 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605211200,2020-11-12 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605207600,2020-11-12 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605204000,2020-11-12 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605200400,2020-11-12 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605196800,2020-11-12 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605193200,2020-11-12 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605189600,2020-11-12 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605186000,2020-11-12 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605182400,2020-11-12 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605178800,2020-11-12 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605175200,2020-11-12 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605171600,2020-11-12 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605168000,2020-11-12 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605164400,2020-11-12 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605160800,2020-11-12 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605157200,2020-11-12 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605153600,2020-11-12 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605150000,2020-11-12 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605146400,2020-11-12 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605142800,2020-11-12 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605139200,2020-11-12 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605135600,2020-11-11 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605132000,2020-11-11 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605128400,2020-11-11 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605124800,2020-11-11 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605121200,2020-11-11 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605117600,2020-11-11 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605114000,2020-11-11 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605110400,2020-11-11 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605106800,2020-11-11 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605103200,2020-11-11 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605099600,2020-11-11 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605096000,2020-11-11 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605092400,2020-11-11 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605088800,2020-11-11 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605085200,2020-11-11 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605081600,2020-11-11 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605078000,2020-11-11 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605074400,2020-11-11 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605070800,2020-11-11 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605067200,2020-11-11 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605063600,2020-11-11 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605060000,2020-11-11 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605056400,2020-11-11 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605052800,2020-11-11 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605049200,2020-11-10 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605045600,2020-11-10 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605042000,2020-11-10 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605038400,2020-11-10 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605034800,2020-11-10 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605031200,2020-11-10 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605027600,2020-11-10 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605024000,2020-11-10 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605020400,2020-11-10 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605016800,2020-11-10 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605013200,2020-11-10 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605009600,2020-11-10 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605006000,2020-11-10 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1605002400,2020-11-10 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604998800,2020-11-10 09-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604995200,2020-11-10 08-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604991600,2020-11-10 07-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604988000,2020-11-10 06-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604984400,2020-11-10 05-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604980800,2020-11-10 04-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604977200,2020-11-10 03-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604973600,2020-11-10 02-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604970000,2020-11-10 01-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604966400,2020-11-10 12-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604962800,2020-11-09 11-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604959200,2020-11-09 10-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604955600,2020-11-09 09-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604952000,2020-11-09 08-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604948400,2020-11-09 07-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604944800,2020-11-09 06-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604941200,2020-11-09 05-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604937600,2020-11-09 04-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604934000,2020-11-09 03-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604930400,2020-11-09 02-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604926800,2020-11-09 01-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604923200,2020-11-09 12-PM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604919600,2020-11-09 11-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
1604916000,2020-11-09 10-AM,POTBTC,256410.26,256410.26,256410.26,256410.26,0,0,,,,,,
