Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume XRP,Volume BTC,,,,,,
1602414000,2020-10-11 11-AM,XRPBTC,44189.13,44189.13,44326.24,44189.13,40358.29,0.9118,,,,,,
1602410400,2020-10-11 10-AM,XRPBTC,44247.79,43994.72,44267.37,44189.13,159436.31,3.609,,,,,,
1602406800,2020-10-11 09-AM,XRPBTC,44424.70,44247.79,44424.70,44247.79,178970.85,4.037,,,,,,
1602403200,2020-10-11 08-AM,XRPBTC,44385.26,44385.26,44483.99,44424.70,30134.21,0.6783,,,,,,
1602399600,2020-10-11 07-AM,XRPBTC,44385.26,44385.26,44464.21,44385.26,14637.77,0.3295,,,,,,
1602396000,2020-10-11 06-AM,XRPBTC,44365.57,44326.24,44444.44,44385.26,43933.18,0.9903,,,,,,
1602392400,2020-10-11 05-AM,XRPBTC,44464.21,44365.57,44543.43,44365.57,72056.72,1.621,,,,,,
1602388800,2020-10-11 04-AM,XRPBTC,44603.03,44464.21,44603.03,44464.21,20174.26,0.4534,,,,,,
1602385200,2020-10-11 03-AM,XRPBTC,44404.97,44404.97,44642.86,44603.03,36711.36,0.8235,,,,,,
1602381600,2020-10-11 02-AM,XRPBTC,44523.60,44404.97,44523.60,44404.97,4650.15,0.1045,,,,,,
1602378000,2020-10-11 01-AM,XRPBTC,44543.43,44365.57,44603.03,44523.60,51729.76,1.163,,,,,,
1602374400,2020-10-11 12-AM,XRPBTC,44464.21,44404.97,44543.43,44543.43,23351.35,0.5249,,,,,,
1602370800,2020-10-10 11-PM,XRPBTC,44286.98,44267.37,44523.60,44464.21,37250.23,0.8382,,,,,,
1602367200,2020-10-10 10-PM,XRPBTC,44228.22,44169.61,44306.60,44286.98,25994.3,0.5878,,,,,,
1602363600,2020-10-10 09-PM,XRPBTC,44365.57,44189.13,44503.78,44228.22,21623.51,0.4871,,,,,,
1602360000,2020-10-10 08-PM,XRPBTC,44286.98,44228.22,44385.26,44365.57,84054.81,1.896,,,,,,
1602356400,2020-10-10 07-PM,XRPBTC,44208.66,44189.13,44345.90,44286.98,95940.98,2.166,,,,,,
1602352800,2020-10-10 06-PM,XRPBTC,44326.24,44169.61,44365.57,44208.66,73280.57,1.655,,,,,,
1602349200,2020-10-10 05-PM,XRPBTC,44286.98,44267.37,44345.90,44326.24,50731.28,1.145,,,,,,
1602345600,2020-10-10 04-PM,XRPBTC,43994.72,43994.72,44306.60,44286.98,42637.51,0.9633,,,,,,
1602342000,2020-10-10 03-PM,XRPBTC,44091.71,43859.65,44111.16,43994.72,3704.28,0.08418,,,,,,
1602338400,2020-10-10 02-PM,XRPBTC,43821.21,43821.21,44111.16,44091.71,16328.2,0.3705,,,,,,
1602334800,2020-10-10 01-PM,XRPBTC,44365.57,43668.12,44365.57,43821.21,44220.98,1.007,,,,,,
1602331200,2020-10-10 12-PM,XRPBTC,44267.37,44247.79,44385.26,44365.57,29849.8,0.6739,,,,,,
1602327600,2020-10-10 11-AM,XRPBTC,44365.57,44267.37,44424.70,44267.37,64143.62,1.445,,,,,,
1602324000,2020-10-10 10-AM,XRPBTC,44385.26,44228.22,44424.70,44365.57,134481.48,3.034,,,,,,
1602320400,2020-10-10 09-AM,XRPBTC,44365.57,44247.79,44424.70,44385.26,103978.92,2.345,,,,,,
1602316800,2020-10-10 08-AM,XRPBTC,44385.26,44365.57,44444.44,44365.57,26183.96,0.5895,,,,,,
1602313200,2020-10-10 07-AM,XRPBTC,44345.90,44345.90,44424.70,44385.26,73011.01,1.645,,,,,,
1602309600,2020-10-10 06-AM,XRPBTC,44365.57,44345.90,44483.99,44345.90,127079.76,2.86,,,,,,
1602306000,2020-10-10 05-AM,XRPBTC,44404.97,44286.98,44444.44,44365.57,27901.13,0.6286,,,,,,
1602302400,2020-10-10 04-AM,XRPBTC,44345.90,44169.61,44464.21,44404.97,82950.88,1.873,,,,,,
1602298800,2020-10-10 03-AM,XRPBTC,44523.60,44286.98,44662.80,44345.90,122053.81,2.748,,,,,,
1602295200,2020-10-10 02-AM,XRPBTC,43744.53,43744.53,44622.94,44523.60,398661.27,8.992,,,,,,
1602291600,2020-10-10 01-AM,XRPBTC,43687.20,43668.12,43763.68,43744.53,30104.16,0.6884,,,,,,
1602288000,2020-10-10 12-AM,XRPBTC,43687.20,43630.02,43744.53,43687.20,74019.76,1.694,,,,,,
1602284400,2020-10-09 11-PM,XRPBTC,43782.84,43668.12,43821.21,43687.20,14590.29,0.3339,,,,,,
1602280800,2020-10-09 10-PM,XRPBTC,43744.53,43610.99,43802.01,43782.84,22941.84,0.5256,,,,,,
1602277200,2020-10-09 09-PM,XRPBTC,43975.37,43744.53,43994.72,43744.53,83068.47,1.892,,,,,,
1602273600,2020-10-09 08-PM,XRPBTC,44072.28,43975.37,44072.28,43975.37,73496.69,1.669,,,,,,
1602270000,2020-10-09 07-PM,XRPBTC,44169.61,44052.86,44169.61,44072.28,60798.31,1.378,,,,,,
1602266400,2020-10-09 06-PM,XRPBTC,43994.72,43975.37,44169.61,44169.61,72871.27,1.653,,,,,,
1602262800,2020-10-09 05-PM,XRPBTC,44033.47,43994.72,44052.86,43994.72,12058.5,0.2738,,,,,,
1602259200,2020-10-09 04-PM,XRPBTC,43936.73,43898.16,44111.16,44033.47,59385.16,1.349,,,,,,
1602255600,2020-10-09 03-PM,XRPBTC,43936.73,43898.16,44072.28,43936.73,123755.21,2.815,,,,,,
1602252000,2020-10-09 02-PM,XRPBTC,43668.12,43554.01,44228.22,43936.73,548519.13,12.47,,,,,,
1602248400,2020-10-09 01-PM,XRPBTC,43610.99,43535.05,43725.40,43668.12,41967.39,0.962,,,,,,
1602244800,2020-10-09 12-PM,XRPBTC,43271.31,43233.90,43610.99,43610.99,65515.62,1.507,,,,,,
1602241200,2020-10-09 11-AM,XRPBTC,43233.90,43029.26,43346.34,43271.31,108131.28,2.505,,,,,,
1602237600,2020-10-09 10-AM,XRPBTC,43346.34,42918.45,43365.13,43233.90,172570.28,3.997,,,,,,
1602234000,2020-10-09 09-AM,XRPBTC,43459.37,43271.31,43459.37,43346.34,42799.91,0.9872,,,,,,
1602230400,2020-10-09 08-AM,XRPBTC,43535.05,43459.37,43591.98,43459.37,206704.73,4.749,,,,,,
1602226800,2020-10-09 07-AM,XRPBTC,43440.49,43440.49,43572.98,43535.05,88193.06,2.026,,,,,,
1602223200,2020-10-09 06-AM,XRPBTC,43346.34,43327.56,43516.10,43440.49,87012.98,2.004,,,,,,
1602219600,2020-10-09 05-AM,XRPBTC,43327.56,43290.04,43383.95,43346.34,132385.14,3.054,,,,,,
1602216000,2020-10-09 04-AM,XRPBTC,43308.79,43271.31,43365.13,43327.56,88329.34,2.039,,,,,,
1602212400,2020-10-09 03-AM,XRPBTC,43402.78,43271.31,43402.78,43308.79,245471.47,5.668,,,,,,
1602208800,2020-10-09 02-AM,XRPBTC,43252.60,43215.21,43402.78,43402.78,211542.49,4.886,,,,,,
1602205200,2020-10-09 01-AM,XRPBTC,43459.37,43233.90,43459.37,43252.60,152172.08,3.51,,,,,,
1602201600,2020-10-09 12-AM,XRPBTC,43478.26,43365.13,43478.26,43459.37,68003.2,1.566,,,,,,
1602198000,2020-10-08 11-PM,XRPBTC,43346.34,43290.04,43478.26,43478.26,35843.31,0.8266,,,,,,
1602194400,2020-10-08 10-PM,XRPBTC,43290.04,43271.31,43459.37,43346.34,378796.92,8.729,,,,,,
1602190800,2020-10-08 09-PM,XRPBTC,43252.60,43233.90,43365.13,43290.04,14585.3,0.3366,,,,,,
1602187200,2020-10-08 08-PM,XRPBTC,43327.56,43047.78,43383.95,43252.60,242234.31,5.607,,,,,,
1602183600,2020-10-08 07-PM,XRPBTC,43365.13,43290.04,43383.95,43327.56,14962.91,0.3452,,,,,,
1602180000,2020-10-08 06-PM,XRPBTC,43516.10,43346.34,43554.01,43365.13,263387.32,6.06,,,,,,
1602176400,2020-10-08 05-PM,XRPBTC,43744.53,43478.26,43744.53,43516.10,297969.72,6.839,,,,,,
1602172800,2020-10-08 04-PM,XRPBTC,43516.10,43421.62,43763.68,43744.53,175704.73,4.032,,,,,,
1602169200,2020-10-08 03-PM,XRPBTC,43440.49,43440.49,43630.02,43516.10,196447.06,4.51,,,,,,
1602165600,2020-10-08 02-PM,XRPBTC,43402.78,43290.04,43535.05,43440.49,57281.2,1.319,,,,,,
1602162000,2020-10-08 01-PM,XRPBTC,43233.90,43215.21,43402.78,43402.78,80236.07,1.852,,,,,,
1602158400,2020-10-08 12-PM,XRPBTC,43421.62,43177.89,43421.62,43233.90,173801.39,4.019,,,,,,
1602154800,2020-10-08 11-AM,XRPBTC,43402.78,43402.78,43478.26,43421.62,85966.59,1.979,,,,,,
1602151200,2020-10-08 10-AM,XRPBTC,43497.17,43327.56,43516.10,43402.78,86706.11,1.998,,,,,,
1602147600,2020-10-08 09-AM,XRPBTC,43535.05,43402.78,43554.01,43497.17,72959.81,1.677,,,,,,
1602144000,2020-10-08 08-AM,XRPBTC,43346.34,43327.56,43572.98,43535.05,141375.04,3.25,,,,,,
1602140400,2020-10-08 07-AM,XRPBTC,43196.54,43177.89,43459.37,43346.34,76631.3,1.768,,,,,,
1602136800,2020-10-08 06-AM,XRPBTC,43308.79,43122.04,43327.56,43196.54,22803.51,0.5276,,,,,,
1602133200,2020-10-08 05-AM,XRPBTC,43140.64,43140.64,43402.78,43308.79,220943.06,5.097,,,,,,
1602129600,2020-10-08 04-AM,XRPBTC,43047.78,43047.78,43177.89,43140.64,54060.92,1.255,,,,,,
1602126000,2020-10-08 03-AM,XRPBTC,43010.75,42936.88,43047.78,43047.78,10074.63,0.2341,,,,,,
1602122400,2020-10-08 02-AM,XRPBTC,43010.75,42973.79,43047.78,43010.75,55045.2,1.28,,,,,,
1602118800,2020-10-08 01-AM,XRPBTC,42973.79,42955.33,43047.78,43010.75,91877.83,2.136,,,,,,
1602115200,2020-10-08 12-AM,XRPBTC,42936.88,42900.04,42992.26,42973.79,54687.65,1.273,,,,,,
1602111600,2020-10-07 11-PM,XRPBTC,42863.27,42863.27,43010.75,42936.88,72215.12,1.683,,,,,,
1602108000,2020-10-07 10-PM,XRPBTC,43047.78,42863.27,43047.78,42863.27,55767.47,1.299,,,,,,
1602104400,2020-10-07 09-PM,XRPBTC,42973.79,42936.88,43047.78,43047.78,19325.19,0.4491,,,,,,
1602100800,2020-10-07 08-PM,XRPBTC,42863.27,42735.04,42973.79,42973.79,165640.24,3.87,,,,,,
1602097200,2020-10-07 07-PM,XRPBTC,42735.04,42716.79,42881.65,42863.27,79339.93,1.853,,,,,,
1602093600,2020-10-07 06-PM,XRPBTC,42535.09,42408.82,42735.04,42735.04,307980.65,7.24,,,,,,
1602090000,2020-10-07 05-PM,XRPBTC,42826.55,42462.85,42844.90,42535.09,152537.43,3.569,,,,,,
1602086400,2020-10-07 04-PM,XRPBTC,42936.88,42808.22,43084.88,42826.55,256320.18,5.971,,,,,,
1602082800,2020-10-07 03-PM,XRPBTC,42808.22,42589.44,42936.88,42936.88,355950.86,8.326,,,,,,
1602079200,2020-10-07 02-PM,XRPBTC,42680.32,42680.32,42881.65,42808.22,76304.79,1.782,,,,,,
1602075600,2020-10-07 01-PM,XRPBTC,43140.64,42480.88,43140.64,42680.32,258101.07,6.049,,,,,,
1602072000,2020-10-07 12-PM,XRPBTC,43159.26,43029.26,43177.89,43140.64,26579.96,0.6168,,,,,,
1602068400,2020-10-07 11-AM,XRPBTC,43233.90,43103.45,43233.90,43159.26,206593.95,4.787,,,,,,
1602064800,2020-10-07 10-AM,XRPBTC,43290.04,43196.54,43308.79,43233.90,129829.48,3,,,,,,
1602061200,2020-10-07 09-AM,XRPBTC,43346.34,43233.90,43478.26,43290.04,227237.78,5.24,,,,,,
1602057600,2020-10-07 08-AM,XRPBTC,43084.88,43084.88,43346.34,43346.34,193871.65,4.48,,,,,,
1602054000,2020-10-07 07-AM,XRPBTC,43159.26,43084.88,43215.21,43084.88,230527.91,5.347,,,,,,
1602050400,2020-10-07 06-AM,XRPBTC,43177.89,43159.26,43308.79,43159.26,240946.91,5.576,,,,,,
1602046800,2020-10-07 05-AM,XRPBTC,43327.56,43177.89,43365.13,43177.89,41594.15,0.961,,,,,,
1602043200,2020-10-07 04-AM,XRPBTC,43421.62,43308.79,43478.26,43327.56,22032.23,0.5076,,,,,,
1602039600,2020-10-07 03-AM,XRPBTC,43290.04,43290.04,43554.01,43421.62,72027.65,1.658,,,,,,
1602036000,2020-10-07 02-AM,XRPBTC,43497.17,43290.04,43572.98,43290.04,199828.24,4.595,,,,,,
1602032400,2020-10-07 01-AM,XRPBTC,43459.37,43402.78,43782.84,43497.17,114647.38,2.634,,,,,,
1602028800,2020-10-07 12-AM,XRPBTC,43233.90,43233.90,43459.37,43459.37,378750.18,8.738,,,,,,
1602025200,2020-10-06 11-PM,XRPBTC,43233.90,43084.88,43308.79,43233.90,182003.57,4.213,,,,,,
1602021600,2020-10-06 10-PM,XRPBTC,43327.56,43177.89,43421.62,43233.90,145206.33,3.356,,,,,,
1602018000,2020-10-06 09-PM,XRPBTC,43572.98,43271.31,43572.98,43327.56,74266.87,1.709,,,,,,
1602014400,2020-10-06 08-PM,XRPBTC,43327.56,43103.45,43763.68,43572.98,545226.2,12.56,,,,,,
1602010800,2020-10-06 07-PM,XRPBTC,42771.60,42771.60,43402.78,43327.56,576656.17,13.39,,,,,,
1602007200,2020-10-06 06-PM,XRPBTC,42589.44,42480.88,42808.22,42771.60,379759.6,8.903,,,,,,
1602003600,2020-10-06 05-PM,XRPBTC,42462.85,42444.82,42735.04,42589.44,427498.59,10.04,,,,,,
1602000000,2020-10-06 04-PM,XRPBTC,42194.09,42194.09,42662.12,42462.85,373801.68,8.818,,,,,,
1601996400,2020-10-06 03-PM,XRPBTC,42881.65,42176.30,43327.56,42194.09,2617277.58,60.94,,,,,,
1601992800,2020-10-06 02-PM,XRPBTC,42735.04,42607.58,42881.65,42881.65,407481.74,9.527,,,,,,
1601989200,2020-10-06 01-PM,XRPBTC,42753.31,42498.94,42863.27,42735.04,453457.52,10.64,,,,,,
1601985600,2020-10-06 12-PM,XRPBTC,42680.32,42517.01,42789.90,42753.31,447287.3,10.49,,,,,,
1601982000,2020-10-06 11-AM,XRPBTC,42372.88,42372.88,42881.65,42680.32,486308.48,11.4,,,,,,
1601978400,2020-10-06 10-AM,XRPBTC,41753.65,41701.42,42426.81,42372.88,169998.5,4.049,,,,,,
1601974800,2020-10-06 09-AM,XRPBTC,42158.52,41718.82,42158.52,41753.65,247398.57,5.896,,,,,,
1601971200,2020-10-06 08-AM,XRPBTC,42140.75,42087.54,42265.43,42158.52,108275.1,2.566,,,,,,
1601967600,2020-10-06 07-AM,XRPBTC,42158.52,41981.53,42229.73,42140.75,250028.81,5.94,,,,,,
1601964000,2020-10-06 06-AM,XRPBTC,41858.52,41753.65,42158.52,42158.52,218686.66,5.212,,,,,,
1601960400,2020-10-06 05-AM,XRPBTC,41684.04,41666.67,42034.47,41858.52,311622.99,7.439,,,,,,
1601956800,2020-10-06 04-AM,XRPBTC,41788.55,41649.31,41858.52,41684.04,117946.04,2.825,,,,,,
1601953200,2020-10-06 03-AM,XRPBTC,42247.57,41666.67,42247.57,41788.55,454812.42,10.85,,,,,,
1601949600,2020-10-06 02-AM,XRPBTC,42698.55,41963.91,42735.04,42247.57,460539.36,10.91,,,,,,
1601946000,2020-10-06 01-AM,XRPBTC,42955.33,42426.81,42955.33,42698.55,106325.42,2.488,,,,,,
1601942400,2020-10-06 12-AM,XRPBTC,43103.45,42808.22,43103.45,42955.33,96231.62,2.243,,,,,,
1601938800,2020-10-05 11-PM,XRPBTC,42955.33,42900.04,43233.90,43103.45,137457.67,3.19,,,,,,
1601935200,2020-10-05 10-PM,XRPBTC,42771.60,42662.12,42973.79,42955.33,249957.6,5.836,,,,,,
1601931600,2020-10-05 09-PM,XRPBTC,42863.27,42517.01,42900.04,42771.60,109246.88,2.561,,,,,,
1601928000,2020-10-05 08-PM,XRPBTC,42955.33,42863.27,43010.75,42863.27,358490.67,8.34,,,,,,
1601924400,2020-10-05 07-PM,XRPBTC,43029.26,42936.88,43029.26,42955.33,72390.05,1.684,,,,,,
1601920800,2020-10-05 06-PM,XRPBTC,43122.04,42918.45,43140.64,43029.26,260663.89,6.064,,,,,,
1601917200,2020-10-05 05-PM,XRPBTC,42753.31,42753.31,43122.04,43122.04,91831.51,2.136,,,,,,
1601913600,2020-10-05 04-PM,XRPBTC,42826.55,42643.92,42881.65,42753.31,57339.93,1.339,,,,,,
1601910000,2020-10-05 03-PM,XRPBTC,42753.31,42735.04,42863.27,42826.55,187378.52,4.38,,,,,,
1601906400,2020-10-05 02-PM,XRPBTC,42607.58,42607.58,42808.22,42753.31,127479.04,2.983,,,,,,
1601902800,2020-10-05 01-PM,XRPBTC,42301.18,42229.73,42643.92,42607.58,401609.31,9.453,,,,,,
1601899200,2020-10-05 12-PM,XRPBTC,43177.89,42247.57,43177.89,42301.18,648391.7,15.2,,,,,,
1601895600,2020-10-05 11-AM,XRPBTC,42936.88,42936.88,43177.89,43177.89,213569.43,4.959,,,,,,
1601892000,2020-10-05 10-AM,XRPBTC,42973.79,42808.22,43066.32,42936.88,139564.12,3.251,,,,,,
1601888400,2020-10-05 09-AM,XRPBTC,43327.56,42973.79,43327.56,42973.79,92418.24,2.145,,,,,,
1601884800,2020-10-05 08-AM,XRPBTC,42955.33,42955.33,43327.56,43327.56,143468.77,3.321,,,,,,
1601881200,2020-10-05 07-AM,XRPBTC,42936.88,42900.04,43084.88,42955.33,36790.38,0.8562,,,,,,
1601877600,2020-10-05 06-AM,XRPBTC,42753.31,42753.31,43103.45,42936.88,290410.54,6.764,,,,,,
1601874000,2020-10-05 05-AM,XRPBTC,42918.45,42662.12,42936.88,42753.31,239245.08,5.587,,,,,,
1601870400,2020-10-05 04-AM,XRPBTC,42698.55,42643.92,42973.79,42918.45,226602.02,5.294,,,,,,
1601866800,2020-10-05 03-AM,XRPBTC,42462.85,42426.81,42735.04,42698.55,873285.01,20.53,,,,,,
1601863200,2020-10-05 02-AM,XRPBTC,42301.18,42301.18,42553.19,42462.85,113540.55,2.674,,,,,,
1601859600,2020-10-05 01-AM,XRPBTC,42771.60,42140.75,42808.22,42301.18,380074.92,8.991,,,,,,
1601856000,2020-10-05 12-AM,XRPBTC,43066.32,42771.60,43066.32,42771.60,77086.94,1.795,,,,,,
1601852400,2020-10-04 11-PM,XRPBTC,43233.90,42789.90,43233.90,43066.32,120220.32,2.8,,,,,,
1601848800,2020-10-04 10-PM,XRPBTC,43103.45,42992.26,43233.90,43233.90,33382.18,0.775,,,,,,
1601845200,2020-10-04 09-PM,XRPBTC,42900.04,42826.55,43346.34,43103.45,89385.84,2.079,,,,,,
1601841600,2020-10-04 08-PM,XRPBTC,43122.04,42698.55,43122.04,42900.04,58534.73,1.366,,,,,,
1601838000,2020-10-04 07-PM,XRPBTC,43271.31,42844.90,43290.04,43122.04,177560.01,4.13,,,,,,
1601834400,2020-10-04 06-PM,XRPBTC,43327.56,43177.89,43402.78,43271.31,146005.39,3.372,,,,,,
1601830800,2020-10-04 05-PM,XRPBTC,43782.84,43122.04,43898.16,43327.56,186536.86,4.289,,,,,,
1601827200,2020-10-04 04-PM,XRPBTC,44150.11,43744.53,44150.11,43782.84,128496.43,2.926,,,,,,
1601823600,2020-10-04 03-PM,XRPBTC,44150.11,43936.73,44208.66,44150.11,16522.33,0.3759,,,,,,
1601820000,2020-10-04 02-PM,XRPBTC,44111.16,43956.04,44169.61,44150.11,67737.03,1.539,,,,,,
1601816400,2020-10-04 01-PM,XRPBTC,44603.03,43630.02,44603.03,44111.16,265131.23,5.999,,,,,,
1601812800,2020-10-04 12-PM,XRPBTC,45475.22,44583.15,45516.61,44603.03,244168.25,5.404,,,,,,
1601809200,2020-10-04 11-AM,XRPBTC,45578.85,45454.55,45578.85,45475.22,37176.45,0.8165,,,,,,
1601805600,2020-10-04 10-AM,XRPBTC,45351.47,45310.38,45599.64,45578.85,46106.11,1.012,,,,,,
1601802000,2020-10-04 09-AM,XRPBTC,45433.89,45289.86,45433.89,45351.47,38604.02,0.8515,,,,,,
1601798400,2020-10-04 08-AM,XRPBTC,45372.05,45372.05,45475.22,45433.89,26190.24,0.5766,,,,,,
1601794800,2020-10-04 07-AM,XRPBTC,45310.38,45310.38,45392.65,45372.05,20496.17,0.452,,,,,,
1601791200,2020-10-04 06-AM,XRPBTC,45454.55,45289.86,45620.44,45310.38,81781.63,1.796,,,,,,
1601787600,2020-10-04 05-AM,XRPBTC,45392.65,45372.05,45454.55,45454.55,10479.52,0.2309,,,,,,
1601784000,2020-10-04 04-AM,XRPBTC,45433.89,45392.65,45475.22,45392.65,21836.38,0.4807,,,,,,
1601780400,2020-10-04 03-AM,XRPBTC,45433.89,45351.47,45433.89,45433.89,10065.95,0.2217,,,,,,
1601776800,2020-10-04 02-AM,XRPBTC,45454.55,45392.65,45495.91,45433.89,47458.74,1.044,,,,,,
1601773200,2020-10-04 01-AM,XRPBTC,45269.35,45248.87,45454.55,45454.55,24792.78,0.5474,,,,,,
1601769600,2020-10-04 12-AM,XRPBTC,45289.86,45228.40,45330.92,45269.35,14038.6,0.3101,,,,,,
1601766000,2020-10-03 11-PM,XRPBTC,45228.40,45207.96,45289.86,45289.86,25504.85,0.5632,,,,,,
1601762400,2020-10-03 10-PM,XRPBTC,45228.40,45187.53,45289.86,45228.40,79930.28,1.767,,,,,,
1601758800,2020-10-03 09-PM,XRPBTC,45207.96,45167.12,45269.35,45228.40,59729.16,1.321,,,,,,
1601755200,2020-10-03 08-PM,XRPBTC,45167.12,45146.73,45248.87,45207.96,43503.49,0.9624,,,,,,
1601751600,2020-10-03 07-PM,XRPBTC,45167.12,45106.00,45187.53,45167.12,13964.91,0.3093,,,,,,
1601748000,2020-10-03 06-PM,XRPBTC,45187.53,45106.00,45187.53,45167.12,102790.41,2.277,,,,,,
1601744400,2020-10-03 05-PM,XRPBTC,45187.53,45126.35,45187.53,45187.53,1130.53,0.02503,,,,,,
1601740800,2020-10-03 04-PM,XRPBTC,45187.53,45085.66,45207.96,45187.53,38557.71,0.854,,,,,,
