Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume XRP,Volume BTC,,,,,,
1605754800,2020-11-19 03-AM,XRPBTC,60827.25,60827.25,61236.99,61050.06,425229.8,6.962,,,,,,
1605751200,2020-11-19 02-AM,XRPBTC,60864.27,60679.61,61538.46,60827.25,227732.2,3.727,,,,,,
1605747600,2020-11-19 01-AM,XRPBTC,60606.06,60532.69,60901.34,60864.27,78220.77,1.29,,,,,,
1605744000,2020-11-19 12-AM,XRPBTC,60496.07,60459.49,60790.27,60606.06,203413.97,3.355,,,,,,
1605740400,2020-11-18 11-PM,XRPBTC,60901.34,60240.96,60901.34,60496.07,132453.21,2.191,,,,,,
1605736800,2020-11-18 10-PM,XRPBTC,61012.81,60753.34,61124.69,60901.34,90968.06,1.493,,,,,,
1605733200,2020-11-18 09-PM,XRPBTC,61124.69,60606.06,61236.99,61012.81,140101.88,2.296,,,,,,
1605729600,2020-11-18 08-PM,XRPBTC,60790.27,60679.61,61162.08,61124.69,109450.3,1.798,,,,,,
1605726000,2020-11-18 07-PM,XRPBTC,61349.69,60716.45,61425.06,60790.27,172902.63,2.836,,,,,,
1605722400,2020-11-18 06-PM,XRPBTC,61652.28,61312.08,62111.80,61349.69,273395.46,4.424,,,,,,
1605718800,2020-11-18 05-PM,XRPBTC,61387.35,61124.69,61652.28,61652.28,159395.73,2.601,,,,,,
1605715200,2020-11-18 04-PM,XRPBTC,61996.28,61124.69,62421.97,61387.35,433566.69,7.033,,,,,,
1605711600,2020-11-18 03-PM,XRPBTC,61614.29,60975.61,62111.80,61996.28,333197.43,5.421,,,,,,
1605708000,2020-11-18 02-PM,XRPBTC,61766.52,61576.35,62266.50,61614.29,120025.63,1.938,,,,,,
1605704400,2020-11-18 01-PM,XRPBTC,61804.70,61576.35,61842.92,61766.52,299067.29,4.848,,,,,,
1605700800,2020-11-18 12-PM,XRPBTC,61842.92,61462.81,61881.19,61804.70,105496.63,1.71,,,,,,
1605697200,2020-11-18 11-AM,XRPBTC,61728.40,61312.08,61881.19,61842.92,90987.49,1.478,,,,,,
1605693600,2020-11-18 10-AM,XRPBTC,61919.50,61312.08,61957.87,61728.40,145364.84,2.36,,,,,,
1605690000,2020-11-18 09-AM,XRPBTC,61804.70,61162.08,61957.87,61919.50,287477.9,4.674,,,,,,
1605686400,2020-11-18 08-AM,XRPBTC,61274.51,61274.51,61804.70,61804.70,403696.21,6.559,,,,,,
1605682800,2020-11-18 07-AM,XRPBTC,60496.07,60496.07,61387.35,61274.51,235771.08,3.867,,,,,,
