Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETC,Volume BTC
1605855600,2020-11-20 07-AM,ETCBTC,3074.08546,3074.08546,3074.08546,3074.08546,0,0
1605852000,2020-11-20 06-AM,ETCBTC,3092.145949,3074.08546,3092.145949,3074.08546,1.998,0.0006498
1605848400,2020-11-20 05-AM,ETCBTC,3062.787136,3062.787136,3115.264798,3092.145949,2.144,0.0006917
1605844800,2020-11-20 04-AM,ETCBTC,3006.614552,3006.614552,3062.787136,3062.787136,25.78,0.008436
1605841200,2020-11-20 03-AM,ETCBTC,3019.323671,2992.220227,3023.888721,3006.614552,12.35,0.004118
1605837600,2020-11-20 02-AM,ETCBTC,2973.535534,2973.535534,3019.323671,3019.323671,158.44,0.05328
1605834000,2020-11-20 01-AM,ETCBTC,3006.614552,2973.535534,3006.614552,2973.535534,233.85,0.07864
1605830400,2020-11-20 12-AM,ETCBTC,3013.863773,3006.614552,3013.863773,3006.614552,1.541,0.0005126
1605826800,2020-11-19 11-PM,ETCBTC,3040.437823,3013.863773,3040.437823,3013.863773,38.1,0.01264
1605823200,2020-11-19 10-PM,ETCBTC,3033.060358,3031.221582,3040.437823,3040.437823,11.24,0.003706
1605819600,2020-11-19 09-PM,ETCBTC,3029.385035,3029.385035,3043.213634,3033.060358,31.24,0.0103
1605816000,2020-11-19 08-PM,ETCBTC,3022.061046,3008.423586,3030.30303,3029.385035,20.39,0.006771
1605812400,2020-11-19 07-PM,ETCBTC,3018.412315,3009.32892,3034.901366,3022.061046,178.21,0.05891
1605808800,2020-11-19 06-PM,ETCBTC,2993.115834,2993.115834,3018.412315,3018.412315,1.795,0.0005947
1605805200,2020-11-19 05-PM,ETCBTC,3035.822708,2992.220227,3038.590094,2993.115834,158.77,0.05266
1605801600,2020-11-19 04-PM,ETCBTC,3065.603924,3033.980583,3065.603924,3035.822708,47.85,0.01576
1605798000,2020-11-19 03-PM,ETCBTC,3021.148036,3017.501509,3082.614057,3065.603924,41.33,0.01351
1605794400,2020-11-19 02-PM,ETCBTC,2985.96596,2985.96596,3021.148036,3021.148036,47.08,0.01571
1605790800,2020-11-19 01-PM,ETCBTC,2985.96596,2965.599051,2993.115834,2985.96596,52.56,0.01759
1605787200,2020-11-19 12-PM,ETCBTC,2962.962963,2954.209749,2985.96596,2985.96596,159.38,0.05356
1605783600,2020-11-19 11-AM,ETCBTC,3010.234798,2931.691586,3028.467595,2962.962963,629.91,0.2124
1605780000,2020-11-19 10-AM,ETCBTC,3036.74461,3010.234798,3038.590094,3010.234798,82.6,0.02732
1605776400,2020-11-19 09-AM,ETCBTC,3019.323671,3019.323671,3036.74461,3036.74461,11.09,0.003659
1605772800,2020-11-19 08-AM,ETCBTC,3053.435115,3004.807692,3053.435115,3019.323671,7.572,0.002512
1605769200,2020-11-19 07-AM,ETCBTC,3053.435115,3053.435115,3053.435115,3053.435115,0,0
1605765600,2020-11-19 06-AM,ETCBTC,3004.807692,3004.807692,3059.97552,3053.435115,193.93,0.0635
1605762000,2020-11-19 05-AM,ETCBTC,3004.807692,3004.807692,3004.807692,3004.807692,0,0
1605758400,2020-11-19 04-AM,ETCBTC,2987.750224,2987.750224,3004.807692,3004.807692,2.12,0.0007061
1605754800,2020-11-19 03-AM,ETCBTC,2967.35905,2967.35905,2994.011976,2987.750224,4.373,0.001462
1605751200,2020-11-19 02-AM,ETCBTC,2982.403817,2962.962963,3012.95571,2967.35905,132.1,0.04423
1605747600,2020-11-19 01-AM,ETCBTC,2962.962963,2955.956252,2982.403817,2982.403817,3.554,0.001197
1605744000,2020-11-19 12-AM,ETCBTC,2982.403817,2962.962963,2993.115834,2962.962963,1194.87,0.4001
1605740400,2020-11-18 11-PM,ETCBTC,2948.113208,2948.113208,2982.403817,2982.403817,3.1,0.00104
1605736800,2020-11-18 10-PM,ETCBTC,2918.004085,2903.600465,2948.113208,2948.113208,134.39,0.0462
1605733200,2020-11-18 09-PM,ETCBTC,2918.004085,2918.004085,2940.311673,2918.004085,25.59,0.008765
1605729600,2020-11-18 08-PM,ETCBTC,2930.832356,2918.004085,2932.55132,2918.004085,168.87,0.05779
1605726000,2020-11-18 07-PM,ETCBTC,2992.220227,2930.832356,2992.220227,2930.832356,51.76,0.01756
1605722400,2020-11-18 06-PM,ETCBTC,3003.003003,2992.220227,3027.550711,2992.220227,89.34,0.02953
1605718800,2020-11-18 05-PM,ETCBTC,3038.590094,2992.220227,3038.590094,3003.003003,125.98,0.04196
1605715200,2020-11-18 04-PM,ETCBTC,3004.807692,3004.807692,3049.710278,3038.590094,98.26,0.03236
1605711600,2020-11-18 03-PM,ETCBTC,3050.640635,2982.403817,3082.614057,3004.807692,569.13,0.1856
1605708000,2020-11-18 02-PM,ETCBTC,2949.852507,2949.852507,3065.603924,3050.640635,98.68,0.03249
1605704400,2020-11-18 01-PM,ETCBTC,2979.737783,2917.152859,2991.325157,2949.852507,121.92,0.04168
1605700800,2020-11-18 12-PM,ETCBTC,2994.011976,2907.822041,3016.591252,2979.737783,159.4,0.05382
1605697200,2020-11-18 11-AM,ETCBTC,2939.447384,2938.583603,3003.905077,2994.011976,1074.11,0.3613
1605693600,2020-11-18 10-AM,ETCBTC,3086.419753,2938.583603,3086.419753,2939.447384,1429.7,0.4746
1605690000,2020-11-18 09-AM,ETCBTC,3189.792663,3086.419753,3189.792663,3086.419753,231.51,0.07459
1605686400,2020-11-18 08-AM,ETCBTC,3184.713376,3134.796238,3224.766204,3189.792663,1047.06,0.331
1605682800,2020-11-18 07-AM,ETCBTC,3164.556962,3144.654088,3189.792663,3184.713376,97.72,0.03095
1605679200,2020-11-18 06-AM,ETCBTC,3234.152652,3105.590062,3234.152652,3164.556962,1179.8,0.3708
1605675600,2020-11-18 05-AM,ETCBTC,3125.976868,2939.447384,3333.333333,3234.152652,5476.38,1.736
1605672000,2020-11-18 04-AM,ETCBTC,3100.775194,3018.412315,3125.976868,3125.976868,787.77,0.2586
1605668400,2020-11-18 03-AM,ETCBTC,3148.61461,3083.564601,3148.61461,3100.775194,1157.67,0.3734
1605664800,2020-11-18 02-AM,ETCBTC,3148.61461,3148.61461,3148.61461,3148.61461,14.58,0.00463
1605661200,2020-11-18 01-AM,ETCBTC,3135.779241,3135.779241,3162.555345,3148.61461,389.3,0.1236
1605657600,2020-11-18 12-AM,ETCBTC,3126.954346,3109.452736,3142.677561,3135.779241,1645.05,0.5248
1605654000,2020-11-17 11-PM,ETCBTC,3125,3125,3128.911139,3126.954346,361.34,0.1156
1605650400,2020-11-17 10-PM,ETCBTC,3125,3108.486167,3125,3125,1474.49,0.4736
1605646800,2020-11-17 09-PM,ETCBTC,3088.326127,3088.326127,3125,3125,968.87,0.3128
1605643200,2020-11-17 08-PM,ETCBTC,3018.412315,3018.412315,3100.775194,3088.326127,1332.65,0.4309
1605639600,2020-11-17 07-PM,ETCBTC,3102.699348,3006.614552,3102.699348,3018.412315,480.59,0.157
1605636000,2020-11-17 06-PM,ETCBTC,3148.61461,3102.699348,3154.574132,3102.699348,500.35,0.1608
1605632400,2020-11-17 05-PM,ETCBTC,3151.591554,3103.662322,3151.591554,3148.61461,152.79,0.04873
1605628800,2020-11-17 04-PM,ETCBTC,3106.554831,3060.912152,3151.591554,3151.591554,925.61,0.3005
1605625200,2020-11-17 03-PM,ETCBTC,3102.699348,3096.934035,3128.911139,3106.554831,377.49,0.1216
1605621600,2020-11-17 02-PM,ETCBTC,3082.614057,3082.614057,3102.699348,3102.699348,227.4,0.07329
1605618000,2020-11-17 01-PM,ETCBTC,3067.484663,3056.234719,3082.614057,3082.614057,2.954,0.0009604
1605614400,2020-11-17 12-PM,ETCBTC,3093.102382,3067.484663,3102.699348,3067.484663,135.72,0.04391
1605610800,2020-11-17 11-AM,ETCBTC,3030.30303,3030.30303,3093.102382,3093.102382,253.9,0.08213
1605607200,2020-11-17 10-AM,ETCBTC,3050.640635,3030.30303,3051.571559,3030.30303,196.45,0.06446
1605603600,2020-11-17 09-AM,ETCBTC,3028.467595,3028.467595,3051.571559,3050.640635,152.01,0.04982
1605600000,2020-11-17 08-AM,ETCBTC,3047.851265,3028.467595,3059.039462,3028.467595,12.92,0.004245
1605596400,2020-11-17 07-AM,ETCBTC,3005.710851,3005.710851,3048.780488,3047.851265,56.96,0.01892
1605592800,2020-11-17 06-AM,ETCBTC,3037.667072,3005.710851,3092.145949,3005.710851,176.69,0.05857
1605589200,2020-11-17 05-AM,ETCBTC,3059.97552,3005.710851,3069.36771,3037.667072,764.47,0.2506
1605585600,2020-11-17 04-AM,ETCBTC,3005.710851,3005.710851,3059.97552,3059.97552,415.25,0.1381
1605582000,2020-11-17 03-AM,ETCBTC,3032.140691,3005.710851,3057.169061,3005.710851,361.12,0.1192
1605578400,2020-11-17 02-AM,ETCBTC,3022.974607,3021.148036,3095.017023,3032.140691,258.59,0.08491
1605574800,2020-11-17 01-AM,ETCBTC,3186.743149,3021.148036,3186.743149,3022.974607,4171.42,1.341
1605571200,2020-11-17 12-AM,ETCBTC,3155.56958,3125,3186.743149,3186.743149,116.88,0.0374
1605567600,2020-11-16 11-PM,ETCBTC,3180.661578,3150.598614,3180.661578,3155.56958,64.64,0.02048
1605564000,2020-11-16 10-PM,ETCBTC,3180.661578,3180.661578,3180.661578,3180.661578,5.062,0.001591
1605560400,2020-11-16 09-PM,ETCBTC,3180.661578,3180.661578,3180.661578,3180.661578,5.691,0.001789
1605556800,2020-11-16 08-PM,ETCBTC,3180.661578,3180.661578,3193.867774,3180.661578,808.39,0.2541
1605553200,2020-11-16 07-PM,ETCBTC,3152.58512,3152.58512,3183.699459,3180.661578,225.87,0.07101
1605549600,2020-11-16 06-PM,ETCBTC,3226.84737,3152.58512,3226.84737,3152.58512,23.19,0.007321
1605546000,2020-11-16 05-PM,ETCBTC,3103.662322,3103.662322,3226.84737,3226.84737,22.18,0.006937
1605542400,2020-11-16 04-PM,ETCBTC,3103.662322,3103.662322,3103.662322,3103.662322,0.01558,5.01E-06
1605538800,2020-11-16 03-PM,ETCBTC,3126.954346,3048.780488,3127.932437,3103.662322,771.04,0.2498
1605535200,2020-11-16 02-PM,ETCBTC,3218.538783,3109.452736,3218.538783,3126.954346,165.25,0.05284
1605531600,2020-11-16 01-PM,ETCBTC,3237.293623,3218.538783,3287.31098,3218.538783,149.38,0.046
1605528000,2020-11-16 12-PM,ETCBTC,3247.80773,3237.293623,3247.80773,3237.293623,10.11,0.003122
1605524400,2020-11-16 11-AM,ETCBTC,3247.80773,3247.80773,3247.80773,3247.80773,21.79,0.006709
1605520800,2020-11-16 10-AM,ETCBTC,3220.611916,3220.611916,3247.80773,3247.80773,109.66,0.03394
1605517200,2020-11-16 09-AM,ETCBTC,3247.80773,3220.611916,3247.80773,3220.611916,1.071,0.0003325
1605513600,2020-11-16 08-AM,ETCBTC,3247.80773,3247.80773,3247.80773,3247.80773,0,0
1605510000,2020-11-16 07-AM,ETCBTC,3247.80773,3247.80773,3247.80773,3247.80773,7.097,0.002186
1605506400,2020-11-16 06-AM,ETCBTC,3247.80773,3247.80773,3247.80773,3247.80773,0,0
1605502800,2020-11-16 05-AM,ETCBTC,3192.84802,3192.84802,3247.80773,3247.80773,0.6588,0.0002029
1605499200,2020-11-16 04-AM,ETCBTC,3192.84802,3192.84802,3192.84802,3192.84802,0,0
1605495600,2020-11-16 03-AM,ETCBTC,3195.909236,3192.84802,3195.909236,3192.84802,2.379,0.0007451
1605492000,2020-11-16 02-AM,ETCBTC,3195.909236,3195.909236,3195.909236,3195.909236,0,0
1605488400,2020-11-16 01-AM,ETCBTC,3195.909236,3195.909236,3195.909236,3195.909236,0,0
1605484800,2020-11-16 12-AM,ETCBTC,3198.976328,3195.909236,3198.976328,3195.909236,0.8216,0.000257
1605481200,2020-11-15 11-PM,ETCBTC,3198.976328,3198.976328,3198.976328,3198.976328,0,0
1605477600,2020-11-15 10-PM,ETCBTC,3198.976328,3198.976328,3198.976328,3198.976328,9.969,0.003116
1605474000,2020-11-15 09-PM,ETCBTC,3205.128205,3198.976328,3205.128205,3198.976328,43.87,0.01372
1605470400,2020-11-15 08-PM,ETCBTC,3215.434084,3205.128205,3215.434084,3205.128205,91.05,0.02838
1605466800,2020-11-15 07-PM,ETCBTC,3215.434084,3215.434084,3215.434084,3215.434084,0,0
1605463200,2020-11-15 06-PM,ETCBTC,3215.434084,3215.434084,3215.434084,3215.434084,0,0
1605459600,2020-11-15 05-PM,ETCBTC,3215.434084,3215.434084,3215.434084,3215.434084,0,0
1605456000,2020-11-15 04-PM,ETCBTC,3215.434084,3215.434084,3215.434084,3215.434084,22.86,0.007109
1605452400,2020-11-15 03-PM,ETCBTC,3212.335368,3212.335368,3215.434084,3215.434084,6.743,0.002097
1605448800,2020-11-15 02-PM,ETCBTC,3247.80773,3212.335368,3247.80773,3212.335368,5.054,0.001573
1605445200,2020-11-15 01-PM,ETCBTC,3247.80773,3247.80773,3247.80773,3247.80773,0,0
1605441600,2020-11-15 12-PM,ETCBTC,3247.80773,3247.80773,3247.80773,3247.80773,0,0
1605438000,2020-11-15 11-AM,ETCBTC,3247.80773,3247.80773,3247.80773,3247.80773,0,0
1605434400,2020-11-15 10-AM,ETCBTC,3247.80773,3247.80773,3247.80773,3247.80773,0,0
1605430800,2020-11-15 09-AM,ETCBTC,3213.367609,3213.367609,3247.80773,3247.80773,1.602,0.0004934
1605427200,2020-11-15 08-AM,ETCBTC,3212.335368,3212.335368,3213.367609,3213.367609,1.172,0.0003646
1605423600,2020-11-15 07-AM,ETCBTC,3212.335368,3212.335368,3212.335368,3212.335368,0,0
1605420000,2020-11-15 06-AM,ETCBTC,3212.335368,3212.335368,3212.335368,3212.335368,0,0
1605416400,2020-11-15 05-AM,ETCBTC,3212.335368,3212.335368,3212.335368,3212.335368,0,0
1605412800,2020-11-15 04-AM,ETCBTC,3212.335368,3212.335368,3212.335368,3212.335368,0,0
1605409200,2020-11-15 03-AM,ETCBTC,3212.335368,3212.335368,3212.335368,3212.335368,5.11E-06,0
1605405600,2020-11-15 02-AM,ETCBTC,3212.335368,3212.335368,3212.335368,3212.335368,20.43,0.006359
1605402000,2020-11-15 01-AM,ETCBTC,3212.335368,3212.335368,3212.335368,3212.335368,0,0
1605398400,2020-11-15 12-AM,ETCBTC,3212.335368,3212.335368,3212.335368,3212.335368,0,0
1605394800,2020-11-14 11-PM,ETCBTC,3212.335368,3212.335368,3244.646334,3212.335368,52.8,0.01631
1605391200,2020-11-14 10-PM,ETCBTC,3225.806452,3182.686187,3225.806452,3212.335368,96.14,0.03007
1605387600,2020-11-14 09-PM,ETCBTC,3225.806452,3210.272873,3225.806452,3225.806452,100.12,0.03112
1605384000,2020-11-14 08-PM,ETCBTC,3161.555485,3161.555485,3225.806452,3225.806452,69.81,0.02185
1605380400,2020-11-14 07-PM,ETCBTC,3161.555485,3161.555485,3161.555485,3161.555485,0,0
1605376800,2020-11-14 06-PM,ETCBTC,3161.555485,3161.555485,3161.555485,3161.555485,0,0
1605373200,2020-11-14 05-PM,ETCBTC,3197.95331,3157.562362,3197.95331,3161.555485,36.85,0.01167
1605369600,2020-11-14 04-PM,ETCBTC,3165.558721,3165.558721,3201.024328,3197.95331,45.34,0.01417
1605366000,2020-11-14 03-PM,ETCBTC,3165.558721,3165.558721,3165.558721,3165.558721,0,0
1605362400,2020-11-14 02-PM,ETCBTC,3165.558721,3165.558721,3165.558721,3165.558721,0,0
1605358800,2020-11-14 01-PM,ETCBTC,3165.558721,3165.558721,3165.558721,3165.558721,0,0
1605355200,2020-11-14 12-PM,ETCBTC,3165.558721,3165.558721,3165.558721,3165.558721,0,0
1605351600,2020-11-14 11-AM,ETCBTC,3157.562362,3157.562362,3165.558721,3165.558721,0.3473,0.0001097
1605348000,2020-11-14 10-AM,ETCBTC,3158.559697,3157.562362,3158.559697,3157.562362,167.12,0.05293
1605344400,2020-11-14 09-AM,ETCBTC,3163.555837,3158.559697,3163.555837,3158.559697,15.79,0.005
1605340800,2020-11-14 08-AM,ETCBTC,3163.555837,3163.555837,3163.555837,3163.555837,0,0
1605337200,2020-11-14 07-AM,ETCBTC,3163.555837,3163.555837,3163.555837,3163.555837,0,0
1605333600,2020-11-14 06-AM,ETCBTC,3163.555837,3163.555837,3163.555837,3163.555837,0,0
1605330000,2020-11-14 05-AM,ETCBTC,3165.558721,3163.555837,3181.67356,3163.555837,12.73,0.004007
1605326400,2020-11-14 04-AM,ETCBTC,3161.555485,3161.555485,3165.558721,3165.558721,405,0.1279
1605322800,2020-11-14 03-AM,ETCBTC,3165.558721,3161.555485,3165.558721,3161.555485,1.356,0.0004288
1605319200,2020-11-14 02-AM,ETCBTC,3203.074952,3165.558721,3203.074952,3165.558721,28.2,0.008881
1605315600,2020-11-14 01-AM,ETCBTC,3203.074952,3203.074952,3203.074952,3203.074952,0,0
1605312000,2020-11-14 12-AM,ETCBTC,3205.128205,3203.074952,3205.128205,3203.074952,15.76,0.004918
1605308400,2020-11-13 11-PM,ETCBTC,3225.806452,3205.128205,3225.806452,3205.128205,42.58,0.01329
1605304800,2020-11-13 10-PM,ETCBTC,3223.726628,3223.726628,3225.806452,3225.806452,43,0.01333
1605301200,2020-11-13 09-PM,ETCBTC,3223.726628,3223.726628,3223.726628,3223.726628,0,0
1605297600,2020-11-13 08-PM,ETCBTC,3225.806452,3223.726628,3226.84737,3223.726628,0.05207,1.61E-05
1605294000,2020-11-13 07-PM,ETCBTC,3214.400514,3214.400514,3249.918752,3225.806452,20.64,0.006409
1605290400,2020-11-13 06-PM,ETCBTC,3177.629488,3177.629488,3214.400514,3214.400514,6.357,0.002
1605286800,2020-11-13 05-PM,ETCBTC,3207.184092,3177.629488,3223.726628,3177.629488,2.608,0.0008207
1605283200,2020-11-13 04-PM,ETCBTC,3238.341969,3181.67356,3238.341969,3207.184092,3.342,0.00105
1605279600,2020-11-13 03-PM,ETCBTC,3213.367609,3212.335368,3238.341969,3238.341969,506.63,0.1577
1605276000,2020-11-13 02-PM,ETCBTC,3200,3181.67356,3213.367609,3213.367609,139.71,0.04378
1605272400,2020-11-13 01-PM,ETCBTC,3236.245955,3200,3245.699448,3200,11.46,0.003544
1605268800,2020-11-13 12-PM,ETCBTC,3236.245955,3236.245955,3236.245955,3236.245955,0,0
1605265200,2020-11-13 11-AM,ETCBTC,3271.180896,3214.400514,3274.394237,3236.245955,1.698,0.0005276
1605261600,2020-11-13 10-AM,ETCBTC,3208.213025,3208.213025,3271.180896,3271.180896,0.02525,7.71E-06
1605258000,2020-11-13 09-AM,ETCBTC,3233.107016,3208.213025,3233.107016,3208.213025,0.8382,0.0002612
1605254400,2020-11-13 08-AM,ETCBTC,3266.90624,3233.107016,3266.90624,3233.107016,248.76,0.07678
1605250800,2020-11-13 07-AM,ETCBTC,3250.975293,3250.975293,3275.466754,3266.90624,0.0403,1.23E-05
1605247200,2020-11-13 06-AM,ETCBTC,3250.975293,3250.975293,3250.975293,3250.975293,69.63,0.02142
1605243600,2020-11-13 05-AM,ETCBTC,3272.251309,3250.975293,3272.251309,3250.975293,91.1,0.02802
1605240000,2020-11-13 04-AM,ETCBTC,3277.613897,3272.251309,3279.763857,3272.251309,45.16,0.01377
1605236400,2020-11-13 03-AM,ETCBTC,3279.763857,3274.394237,3279.763857,3277.613897,0.01271,3.83E-06
1605232800,2020-11-13 02-AM,ETCBTC,3274.394237,3255.208333,3279.763857,3279.763857,23.25,0.007143
1605229200,2020-11-13 01-AM,ETCBTC,3278.688525,3250.975293,3279.763857,3274.394237,105.88,0.0323
1605225600,2020-11-13 12-AM,ETCBTC,3278.688525,3250.975293,3278.688525,3278.688525,99.17,0.03032
1605222000,2020-11-12 11-PM,ETCBTC,3250.975293,3250.975293,3278.688525,3278.688525,9.025,0.002769
1605218400,2020-11-12 10-PM,ETCBTC,3215.434084,3215.434084,3278.688525,3250.975293,15.9,0.004891
1605214800,2020-11-12 09-PM,ETCBTC,3215.434084,3215.434084,3215.434084,3215.434084,0,0
1605211200,2020-11-12 08-PM,ETCBTC,3235.198965,3215.434084,3247.80773,3215.434084,2,0.000622
1605207600,2020-11-12 07-PM,ETCBTC,3247.80773,3235.198965,3248.862898,3235.198965,5.153,0.001586
1605204000,2020-11-12 06-PM,ETCBTC,3217.503218,3217.503218,3247.80773,3247.80773,2.66,0.0008189
1605200400,2020-11-12 05-PM,ETCBTC,3225.806452,3217.503218,3248.862898,3217.503218,335.79,0.1041
1605196800,2020-11-12 04-PM,ETCBTC,3219.575016,3210.272873,3225.806452,3225.806452,19.74,0.006132
1605193200,2020-11-12 03-PM,ETCBTC,3225.806452,3215.434084,3225.806452,3219.575016,87.17,0.02711
1605189600,2020-11-12 02-PM,ETCBTC,3188.77551,3176.620076,3225.806452,3225.806452,304.36,0.09505
1605186000,2020-11-12 01-PM,ETCBTC,3175.611305,3175.611305,3188.77551,3188.77551,88.13,0.02772
1605182400,2020-11-12 12-PM,ETCBTC,3165.558721,3165.558721,3178.639542,3175.611305,30.7,0.009668
1605178800,2020-11-12 11-AM,ETCBTC,3155.56958,3155.56958,3168.567807,3165.558721,0.02763,8.67E-06
1605175200,2020-11-12 10-AM,ETCBTC,3180.661578,3155.56958,3182.686187,3155.56958,4.407,0.001387
1605171600,2020-11-12 09-AM,ETCBTC,3133.813851,3133.813851,3180.661578,3180.661578,116.51,0.03693
1605168000,2020-11-12 08-AM,ETCBTC,3127.932437,3127.932437,3133.813851,3133.813851,3.479,0.001112
1605164400,2020-11-12 07-AM,ETCBTC,3118.178983,3118.178983,3127.932437,3127.932437,2.006,0.0006416
1605160800,2020-11-12 06-AM,ETCBTC,3112.356054,3112.356054,3118.178983,3118.178983,531.26,0.1704
1605157200,2020-11-12 05-AM,ETCBTC,3107.520199,3107.520199,3112.356054,3112.356054,16.54,0.005315
1605153600,2020-11-12 04-AM,ETCBTC,3107.520199,3107.520199,3107.520199,3107.520199,0.001802,5.70E-07
1605150000,2020-11-12 03-AM,ETCBTC,3112.356054,3106.554831,3112.356054,3107.520199,0.01293,4.10E-06
1605146400,2020-11-12 02-AM,ETCBTC,3115.264798,3109.452736,3122.073057,3112.356054,0.1251,4.01E-05
1605142800,2020-11-12 01-AM,ETCBTC,3124.023743,3115.264798,3124.023743,3115.264798,0.756,0.0002427
1605139200,2020-11-12 12-AM,ETCBTC,3106.554831,3077.870114,3124.023743,3124.023743,11.53,0.00374
1605135600,2020-11-11 11-PM,ETCBTC,3125,3094.059406,3125,3106.554831,4.174,0.001349
1605132000,2020-11-11 10-PM,ETCBTC,3107.520199,3107.520199,3125,3125,0.01087,3.46E-06
1605128400,2020-11-11 09-PM,ETCBTC,3107.520199,3107.520199,3107.520199,3107.520199,0,0
1605124800,2020-11-11 08-PM,ETCBTC,3125.976868,3107.520199,3125.976868,3107.520199,28.71,0.009238
1605121200,2020-11-11 07-PM,ETCBTC,3102.699348,3102.699348,3125.976868,3125.976868,96.12,0.03081
1605117600,2020-11-11 06-PM,ETCBTC,3122.073057,3102.699348,3127.932437,3102.699348,120.44,0.03853
1605114000,2020-11-11 05-PM,ETCBTC,3099.814011,3095.017023,3125,3122.073057,305.51,0.09793
1605110400,2020-11-11 04-PM,ETCBTC,3098.853424,3077.870114,3114.294612,3099.814011,221.06,0.07136
1605106800,2020-11-11 03-PM,ETCBTC,3076.923077,3076.923077,3098.853424,3098.853424,48.78,0.01575
1605103200,2020-11-11 02-PM,ETCBTC,3076.923077,3076.923077,3076.923077,3076.923077,0,0
1605099600,2020-11-11 01-PM,ETCBTC,3076.923077,3076.923077,3076.923077,3076.923077,0,0
1605096000,2020-11-11 12-PM,ETCBTC,3103.662322,3037.667072,3103.662322,3076.923077,17.56,0.005714
1605092400,2020-11-11 11-AM,ETCBTC,3060.912152,3060.912152,3103.662322,3103.662322,22.41,0.007306
1605088800,2020-11-11 10-AM,ETCBTC,3039.513678,3039.513678,3060.912152,3060.912152,0.04371,1.43E-05
