Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume NXT,Volume BTC
1605855600,2020-11-20 07-AM,NXTBTC,1923076.923,1923076.923,1923076.923,1923076.923,0,0
1605852000,2020-11-20 06-AM,NXTBTC,1923076.923,1923076.923,2000000,1923076.923,143424.65,0.07358
1605848400,2020-11-20 05-AM,NXTBTC,1923076.923,1923076.923,1960784.314,1923076.923,18811.68,0.009596
1605844800,2020-11-20 04-AM,NXTBTC,1851851.852,1851851.852,1923076.923,1923076.923,14032.11,0.007314
1605841200,2020-11-20 03-AM,NXTBTC,1851851.852,1851851.852,1851851.852,1851851.852,0,0
1605837600,2020-11-20 02-AM,NXTBTC,1851851.852,1851851.852,1851851.852,1851851.852,0,0
1605834000,2020-11-20 01-AM,NXTBTC,1851851.852,1785714.286,1851851.852,1851851.852,48974.21,0.02725
1605830400,2020-11-20 12-AM,NXTBTC,1851851.852,1851851.852,1886792.453,1851851.852,10357.91,0.005574
1605826800,2020-11-19 11-PM,NXTBTC,1851851.852,1851851.852,1851851.852,1851851.852,5750.26,0.003105
1605823200,2020-11-19 10-PM,NXTBTC,1923076.923,1851851.852,1923076.923,1851851.852,97154.05,0.05245
1605819600,2020-11-19 09-PM,NXTBTC,1886792.453,1886792.453,1923076.923,1923076.923,1346.06,0.0007034
1605816000,2020-11-19 08-PM,NXTBTC,1851851.852,1851851.852,1886792.453,1886792.453,207.55,0.00011
1605812400,2020-11-19 07-PM,NXTBTC,1851851.852,1851851.852,1851851.852,1851851.852,0,0
1605808800,2020-11-19 06-PM,NXTBTC,1923076.923,1851851.852,1923076.923,1851851.852,10824.43,0.005773
1605805200,2020-11-19 05-PM,NXTBTC,1923076.923,1923076.923,1923076.923,1923076.923,2269.63,0.00118
1605801600,2020-11-19 04-PM,NXTBTC,1923076.923,1923076.923,1923076.923,1923076.923,430.92,0.0002241
1605798000,2020-11-19 03-PM,NXTBTC,1886792.453,1886792.453,1923076.923,1923076.923,33550.56,0.01745
1605794400,2020-11-19 02-PM,NXTBTC,1851851.852,1818181.818,1886792.453,1886792.453,123201.15,0.06754
