loss,accuracy,val_loss,val_accuracy,lr
0.6655062437057495,0.6291992664337158,1.1861413717269897,0.4895324409008026,0.01
0.6301233172416687,0.639214038848877,0.8872286677360535,0.48743894696235657,0.01
0.6242040991783142,0.6476653218269348,0.719355046749115,0.5010467767715454,0.01
0.6208720803260803,0.6485949754714966,0.7770169973373413,0.49092811346054077,0.01
0.6177564859390259,0.6480033993721008,0.7605951428413391,0.527564525604248,0.01
0.6155268549919128,0.6520177721977234,0.7741637229919434,0.48709002137184143,0.01
0.614856481552124,0.6522712707519531,0.7315346598625183,0.5177948474884033,0.01
0.6150025725364685,0.6528629064559937,0.7340675592422485,0.5289602279663086,0.01
0.6119638085365295,0.6540037989616394,0.7217727899551392,0.5307047963142395,0.01
0.6126031279563904,0.6522290110588074,0.6957471966743469,0.5331472158432007,0.01
0.6114684343338013,0.6544685959815979,0.6971637606620789,0.5422191023826599,0.01
0.6116769313812256,0.6530318856239319,0.7133376002311707,0.527564525604248,0.01
0.6110800504684448,0.6547644138336182,0.7170582413673401,0.515003502368927,0.01
0.6116875410079956,0.6520177721977234,0.6959062814712524,0.5261688828468323,0.01
0.6110047101974487,0.6556518077850342,0.7392503023147583,0.5230286121368408,0.01
0.6101158261299133,0.6558631062507629,0.7048627734184265,0.5205861926078796,0.01
0.6114209294319153,0.6538770198822021,0.7256587147712708,0.49092811346054077,0.01
0.6110427975654602,0.6558631062507629,0.7322521209716797,0.4930216372013092,0.01
0.6104642748832703,0.6553559899330139,0.6953422427177429,0.5334961414337158,0.01
0.6095260977745056,0.6548489332199097,0.7227579355239868,0.5038381218910217,0.01
0.6112954616546631,0.6526516079902649,0.6989761590957642,0.5244243144989014,0.01
0.611350417137146,0.6542996168136597,0.6920944452285767,0.5366364121437073,0.01
0.6092983484268188,0.6561588644981384,0.6957475543022156,0.5198883414268494,0.01
0.6098201274871826,0.6542573571205139,0.7129161953926086,0.5059316158294678,0.01
0.6094982028007507,0.6547221541404724,0.6953839659690857,0.5307047963142395,0.01
0.6103842258453369,0.6503697633743286,0.6949402689933777,0.5327983498573303,0.01
0.6090174913406372,0.6562433838844299,0.695915937423706,0.5205861926078796,0.01
0.6085551977157593,0.6532854437828064,0.6973009705543518,0.5237264633178711,0.01
0.6087732315063477,0.6566237211227417,0.6930148005485535,0.5362874865531921,0.01
0.6081978678703308,0.6554827690124512,0.71743243932724,0.5003489255905151,0.01
0.6088573336601257,0.6562011241912842,0.7038145661354065,0.5289602279663086,0.01
0.608636736869812,0.6581449508666992,0.7102181315422058,0.5293091535568237,0.01
0.6097241044044495,0.6539192795753479,0.7315348982810974,0.5038381218910217,0.01
0.608098030090332,0.6544685959815979,0.7021293044090271,0.518841564655304,0.01
0.6075711846351624,0.6573420763015747,0.692164421081543,0.5373342633247375,0.01
0.6083894968032837,0.6574265956878662,0.7087908983230591,0.5108164548873901,0.01
0.607614278793335,0.6537079811096191,0.7074792981147766,0.5265178084373474,0.01
0.6086851954460144,0.6559053659439087,0.7056463956832886,0.5191904902458191,0.01
0.6081058382987976,0.6567927598953247,0.7135967016220093,0.5191904902458191,0.01
0.6071128845214844,0.6566237211227417,0.7247312664985657,0.5108164548873901,0.01
0.6077441573143005,0.6555250287055969,0.6962665319442749,0.5314026474952698,0.01
0.607610285282135,0.6577646136283875,0.709018349647522,0.5286113023757935,0.01
0.6077545881271362,0.6557363271713257,0.7163869738578796,0.5181437730789185,0.01
0.6072373986244202,0.6562011241912842,0.696837306022644,0.5331472158432007,0.01
0.6081169843673706,0.6562856435775757,0.7030974626541138,0.5240753889083862,0.01
0.6066662669181824,0.6581449508666992,0.7056045532226562,0.5279134511947632,0.005
0.60544753074646,0.6555250287055969,0.7073227763175964,0.5261688828468323,0.005
0.6044896841049194,0.6558208465576172,0.6960488557815552,0.5324494242668152,0.005
0.6037092208862305,0.6616944670677185,0.6992766261100769,0.5279134511947632,0.005
0.6043817400932312,0.6572152972221375,0.7017590403556824,0.5293091535568237,0.005
