loss,accuracy,val_loss,val_accuracy,lr
0.17546454071998596,0.8844684362411499,1.5202351808547974,0.4700315594673157,0.01
0.16374075412750244,0.8947435617446899,1.7749706506729126,0.46827900409698486,0.01
0.1638413667678833,0.8933848738670349,1.8194832801818848,0.4612688422203064,0.01
0.16389800608158112,0.8976732492446899,2.1922719478607178,0.3831055164337158,0.01
0.16161048412322998,0.9011973738670349,1.4949584007263184,0.4714335799217224,0.01
0.16185538470745087,0.90064537525177,2.0660948753356934,0.4721345901489258,0.01
0.16013233363628387,0.9019191861152649,1.9341636896133423,0.4591657817363739,0.01
0.1603868454694748,0.904169499874115,1.8488240242004395,0.4381352961063385,0.01
0.15748021006584167,0.9082455635070801,2.296708822250366,0.4440939426422119,0.01
0.1553618311882019,0.9113026261329651,2.131938934326172,0.4279705584049225,0.01
0.15246854722499847,0.9119395613670349,2.8382177352905273,0.43498072028160095,0.01
0.1530071347951889,0.9133831262588501,2.1344783306121826,0.39747634530067444,0.01
0.14997510612010956,0.9155910611152649,2.9956459999084473,0.4044865071773529,0.01
0.14711876213550568,0.9158033132553101,1.999320149421692,0.4500525891780853,0.01
0.14837504923343658,0.9160580635070801,2.998391628265381,0.4276200532913208,0.01
0.14445927739143372,0.920771062374115,2.6518619060516357,0.4363827407360077,0.01
0.13981974124908447,0.92408287525177,2.381166696548462,0.4297230839729309,0.01
0.13337872922420502,0.9307489991188049,2.0749621391296387,0.4511041045188904,0.01
0.13106970489025116,0.9306216239929199,1.2400197982788086,0.4609183371067047,0.01
0.1250181496143341,0.9367357492446899,1.1920500993728638,0.4984227120876312,0.01
0.1256689876317978,0.935164749622345,1.5336753129959106,0.4759901762008667,0.01
0.12036927044391632,0.938603937625885,2.3137433528900146,0.45425868034362793,0.01
0.11317523568868637,0.9442510008811951,2.767552137374878,0.43533122539520264,0.01
0.11597217619419098,0.941278874874115,2.1570005416870117,0.44724851846694946,0.01
0.10783765465021133,0.9483271241188049,3.2154269218444824,0.4153522551059723,0.01
0.10570725053548813,0.950322687625885,2.7287685871124268,0.44584646821022034,0.01
0.10035223513841629,0.953464686870575,2.3357818126678467,0.47458815574645996,0.01
0.10305417329072952,0.9504076242446899,1.1924713850021362,0.5769365429878235,0.01
0.09902599453926086,0.953464686870575,2.198150634765625,0.5015772581100464,0.01
0.09210189431905746,0.9579653739929199,2.811384439468384,0.4507535994052887,0.01
0.09122079610824585,0.9590693116188049,2.465139865875244,0.45776376128196716,0.01
0.09360253065824509,0.9580502510070801,2.8363254070281982,0.43042412400245667,0.01
0.08894162625074387,0.960300624370575,2.344507932662964,0.4717840850353241,0.01
0.08791566640138626,0.96047043800354,2.2150282859802246,0.46021732687950134,0.01
0.08512295037508011,0.9629755616188049,2.0274288654327393,0.4837013781070709,0.01
0.0880759060382843,0.96068274974823,1.4257428646087646,0.5331230163574219,0.01
0.08778460323810577,0.9609375,1.6485670804977417,0.4819488227367401,0.01
0.08221685141324997,0.9640370011329651,1.9978832006454468,0.4907115399837494,0.01
0.07679498940706253,0.966159999370575,2.4359943866729736,0.48685595393180847,0.01
0.07896798849105835,0.964716374874115,2.2249155044555664,0.48755696415901184,0.01
0.07933492958545685,0.964971125125885,2.9255990982055664,0.4486505389213562,0.01
0.07191664725542068,0.9684528112411499,1.8973937034606934,0.4819488227367401,0.01
